Game#,Date,Away Team,Away Score,Home Team,Home Score,Away Division,Home Division,Game Type
,13-Oct-25,Highlanders,1,Alpuckas,3,Division 5D,Division 5D,REG
,13-Oct-25,Yetis,3,Gamblers,7,Division 5C,Division 5C,REG
,13-Oct-25,Reapers,2,Roughnecks - Game Theory,5,Division 5B,Division 5B,REG
,13-Oct-25,Dead Rabbits,2,Not Sure 5A,6,Division 4C,Division 5A,REG
,13-Oct-25,Moose Knuckle,3,Hooligans,1,Division 5A,Division 5A,REG
,13-Oct-25,Seals 5D,6,Dirty Couch Hockey Club,1,Division 5D,Division 6B,REG
,13-Oct-25,Squids,6,Fossils,2,Division 6A,Division 6A,REG
,13-Oct-25,Bullets,7,Monarchs 5D,4,Division 5C,Division 5D,REG
,13-Oct-25,Trash Pandas 5B,1,Dumpster Fire,0,Division 5B,Division 5B,REG
,13-Oct-25,Wolves,4,Edible Arrangements,5,Division 4C,Division 4C,REG
,14-Oct-25,Puckbuddies,4,Bar Down Transportation,6,Division 3B,Division 3A,REG
,14-Oct-25,Rink Flamingos,2,Grey Dust Bunnies,2,Women's Division Fall 2025,Women''s Division Fall 2025,REG
,14-Oct-25,DevilFish,3,BSOD,6,Division 4C,Division 5A,REG
,14-Oct-25,White Yetis,1,Black Sheesh,5,Women''s Division Fall 2025,Women''s Division Fall 2025,REG
,14-Oct-25,Blue Footed Bloobies,3,Red Hots,3,Women''s Division Fall 2025,Women''s Division Fall 2025,REG
,14-Oct-25,40+ Advanced Falk,2,40+ Advanced 40 Proof,5,40+ Advanced Fall 2025,40+ Advanced Fall 2025,REG
,14-Oct-25,40+ Advanced Road Apples,3,40+ Advanced Gritty Pylons,3,40+ Advanced Fall 2025,40+ Advanced Fall 2025,REG
,14-Oct-25,Chinooks,5,Steelhead,4,Division 4A,Division 4A,REG
,14-Oct-25,Sirens,3,Pineapple Express,4,Women's Division Fall 2025,Women''s Division Fall 2025,REG
,14-Oct-25,Sasquatch,1,Breakers,4,Division 3B,Division 3B,REG
,14-Oct-25,MMHC,7,Goal Diggers,2,Division 3B,Division 4A,REG
,14-Oct-25,Black Katz,7,Lumberjacks,3,Division 5D,Division 5D,REG
,14-Oct-25,40+ Advanced Puck Hogs,4,40+ Advanced Bakers Dozen,3,40+ Advanced Fall 2025,40+ Advanced Fall 2025,REG
,15-Oct-25,40+ Red Flags,7,40+ Geri Hat Tricks,2,40+ Fall 2025,40+ Fall 2025,REG
,15-Oct-25,40+ Assisted Living,6,40+ Elder Skatesmen,3,40+ Fall 2025,40+ Fall 2025,REG
,15-Oct-25,Maple Bars,11,Kraken Up,4,Division 4A,Division 4B,REG
,15-Oct-25,Night Owls,4,Skeletons,3,Division 4B,Division 4C,REG
,15-Oct-25,Bombers,10,Skateful Dead,3,Division 3B,Division 4A,REG
,15-Oct-25,Mighty Mallards,4,Greasy Weasels,1,Division 4B,Division 4B,REG
,15-Oct-25,40+ Carl''s Seniors,7,40+ Gritty Pylons,4,40+ Fall 2025,40+ Fall 2025,REG
,15-Oct-25,40+ Coldtimers,3,40+ Puck Dynasty,2,40+ Fall 2025,40+ Fall 2025,REG
,15-Oct-25,Schilling Cider,3,Coconut Corgis,5,Division 4B,Division 4A,REG
,15-Oct-25,40+ Mid-Ice Crisis,4,40+ Rough Draft,1,40+ Fall 2025,40+ Fall 2025,REG
,15-Oct-25,Puget Sound Pigeons,4,Shockers,0,Division 3,Division 3B,REG
,15-Oct-25,Booze Hounds,0,The Herd,5,Division 3B,Division 3,REG
,16-Oct-25,Rhinos,1,Pull Tab Bandits,4,Division 3A,Division 2,REG
,16-Oct-25,Koronis Motors,2,Pheasants,3,Division 2,Division 2,REG
,16-Oct-25,Falcons,4,Seattle Supernova,6,Division 1,Division 1,REG
,16-Oct-25,Mustangs,4,ALTP,3,Division 1,Division 1,REG
,16-Oct-25,Mavericks,5,Red Dog,3,Division 2,Division 2,REG
,17-Oct-25,Orange Crush,4,Mighty Moose,4,Division 9B,Division 9B,REG
,18-Oct-25,Spicy Kittens,1,Gremlins Hockey,1,Division 9B,Division 9A,REG
,18-Oct-25,Khaos,6,Frozen Assets,3,Division 9A,Division 9B,REG
,18-Oct-25,Blackbirds,8,Rainier Reindeers HC-9,3,Division 9A,Division 9A,REG
,18-Oct-25,Yacht Flippers,2,Fighting Clams,7,Division 9A,Division 9A,REG
,18-Oct-25,SEA Cucumbers,1,Arctic Foxes,0,Division 8B,Division 8B,REG
,18-Oct-25,Seal Team Sticks,8,Rainiers,5,Division 8B,Division 8B,REG
,19-Oct-25,Mighty Boosh,5,Real Bacon,0,Division 6B,Division 6C,REG
,19-Oct-25,Trash Pandas 7 Landis,3,Cascadians HC,5,Division 7A,Division 7A,REG
,19-Oct-25,Jokres,1,Rainier Reindeer HC-6B,1,Division 6B,Division 6B,REG
,19-Oct-25,Flying Monkeys,1,Dumb Pucks,2,Division 6A,Division 6B,REG
,19-Oct-25,Seals 5D,2,Lumberjacks,4,Division 5D,Division 5D,REG
,19-Oct-25,Dirty Couch Hockey Club,8,Squids,8,Division 6B,Division 6A,REG
,19-Oct-25,Chucklepucks,2,Iced Awesome,3,Division 7A,Division 7B,REG
,19-Oct-25,Seattle Freeze,6,Seals Lower,2,Division 7A,Division 7A,REG
,19-Oct-25,Not Sure 7A,7,Bandits,2,Division 7A,Division 7B,REG
,19-Oct-25,LKI,3,Fluffy Bunnies,7,Division 7C,Division 7B,REG
,19-Oct-25,Seattle Dogs,3,BLU Bombers,13,Division 7C,Division 7C,REG
,19-Oct-25,Tropical Punchers,15,Doom Clouds,0,Division 9B,Division 10A,REG
,19-Oct-25,Bullets,4,Highlanders,1,Division 5C,Division 5D,REG
,19-Oct-25,Beer Dragons,3,Red Zeppelin,2,Division 9B,Division 10A,REG
,19-Oct-25,Birrds,6,Roughnecks Mobile Infantry,6,Division 7B,Division 7B,REG
,19-Oct-25,Monarchs 5D,2,Alpuckas,2,Division 5D,Division 5D,REG
,19-Oct-25,Midnight Twist,5,Fossils,0,Division 6A,Division 6A,REG
,19-Oct-25,Purple Reign,7,Ice Breakers,0,Division 9B,Division 10A,REG
,19-Oct-25,Mudflaps,3,Blades,7,Division 6D,Division 6D,REG
,19-Oct-25,Purple Puck Eaters,10,Penalty Boxers,0,Division 9B,Division 10A,REG
,19-Oct-25,Hampton West Hockey Club,5,Pond Pigeons,0,Division 7B,Division 7C,REG
,19-Oct-25,Trash Pandas Garbage Legacy,0,Monarchs 6C,12,Division 6D,Division 6C,REG
,19-Oct-25,Icemen,1,Honey Badgers,3,Division 6B,Division 6C,REG
,19-Oct-25,Reapers,6,Renegades,3,Division 5B,Division 5B,REG
,19-Oct-25,Hackers,1,Greenhorns,9,Division 6C,Division 6C,REG
,19-Oct-25,Coyotes,6,Wranglers,0,Division 6C,Division 6D,REG
,19-Oct-25,Seagulls,6,WKUP-5,8,Division 5B,Division 5C,REG
,20-Oct-25,Skeletons,3,Wolves,9,Division 4C,Division 4C,REG
,20-Oct-25,BSOD,2,Dead Rabbits,9,Division 5A,Division 4C,REG
,20-Oct-25,DevilFish,5,Not Sure 5A,1,Division 4C,Division 5A,REG
,20-Oct-25,Moose Knuckle,7,Ice-O-Topes,4,Division 5A,Division 5A,REG
,20-Oct-25,Hooligans,4,Top Cheddar,3,Division 5A,Division 5A,REG
,20-Oct-25,Dumpster Fire,3,Gamblers,6,Division 5B,Division 5C,REG
,20-Oct-25,Stingers,8,Black Katz,0,Division 5C,Division 5D,REG
,20-Oct-25,Roughnecks - Game Theory,3,Trash Pandas 5B,4,Division 5B,Division 5B,REG
,20-Oct-25,Brewzers OGB,8,PussyCats,1,Division 6A,Division 6A,REG
,20-Oct-25,Raiders,4,Barrel Aged Brewzers,8,Division 6D,Division 6D,REG
,20-Oct-25,Maple Bars,6,Steelhead,8,Division 4A,Division 4A,REG
,20-Oct-25,Yetis,4,Piranhas,3,Division 5C,Division 5C,REG
,21-Oct-25,Eagles,8,Puckbuddies,1,Division 3A,Division 3B,REG
,21-Oct-25,LLUA,3,Edible Arrangements,5,Division 4C,Division 4C,REG
,21-Oct-25,Black Sheesh,2,Pineapple Express,7,Women''s Division Fall 2025,Women''s Division Fall 2025,REG
,21-Oct-25,40+ Advanced Falk,4,40+ Advanced Gritty Pylons,3,40+ Advanced Fall 2025,40+ Advanced Fall 2025,REG
,21-Oct-25,Rink Flamingos,2,Blue Footed Bloobies,0,Women's Division Fall 2025,Women''s Division Fall 2025,REG
,21-Oct-25,Sirens,4,Red Hots,1,Women's Division Fall 2025,Women''s Division Fall 2025,REG
,21-Oct-25,Goal Diggers,3,Chinooks,4,Division 4A,Division 4A,REG
,21-Oct-25,Night Owls,1,Mighty Mallards,4,Division 4B,Division 4B,REG
,21-Oct-25,40+ Advanced 40 Proof,4,40+ Advanced Bakers Dozen,4,40+ Advanced Fall 2025,40+ Advanced Fall 2025,REG
,21-Oct-25,40+ Advanced Puck Hogs,3,40+ Advanced Road Apples,5,40+ Advanced Fall 2025,40+ Advanced Fall 2025,REG
,21-Oct-25,White Yetis,1,Grey Dust Bunnies,2,Women''s Division Fall 2025,Women''s Division Fall 2025,REG
,22-Oct-25,Booze Hounds,3,Bar Down Transportation,9,Division 3B,Division 3A,REG
,22-Oct-25,Buck Wild,4,Greasy Weasels,2,Division 4B,Division 4B,REG
,22-Oct-25,40+ Mid-Ice Crisis,3,40+ Elder Skatesmen,4,40+ Fall 2025,40+ Fall 2025,REG
,22-Oct-25,Skateful Dead,4,Schilling Cider,5,Division 4A,Division 4B,REG
,22-Oct-25,Coconut Corgis,5,Kraken Up,3,Division 4A,Division 4B,REG
,22-Oct-25,40+ Red Flags,1,40+ Puck Dynasty,9,40+ Fall 2025,40+ Fall 2025,REG
,22-Oct-25,Breakers,2,Shockers,1,Division 3B,Division 3B,REG
,22-Oct-25,Pull Tab Bandits,4,Puget Sound Pigeons,5,Division 2A+2B,Division 3A,REG
,22-Oct-25,40+ Rough Draft,7,40+ Geri Hat Tricks,2,40+ Fall 2025,40+ Fall 2025,REG
,22-Oct-25,40+ Gritty Pylons,5,40+ Coldtimers,1,40+ Fall 2025,40+ Fall 2025,REG
,22-Oct-25,Sasquatch,0,Bombers,4,Division 3B,Division 3B,REG
,22-Oct-25,The Mighty Geoducks,6,The Brigade,4,Division 2A+2B,Division 2A+2B,REG
,22-Oct-25,40+ Assisted Living,8,40+ Carl''s Seniors,2,40+ Fall 2025,40+ Fall 2025,REG
,23-Oct-25,Falcons,8,ESB,6,Division 1A,Division 1A,REG
,23-Oct-25,Rhinos,5,The Herd,3,Division 3A,Division 3A,REG
,23-Oct-25,Mustangs,1,Seattle Supernova,3,Division 1A,Division 1A,REG
,23-Oct-25,NW Stars,5,ALTP,7,Division 1A,Division 1A,REG
,23-Oct-25,Sabercats,2,MMHC,2,Division 3B,Division 3B,REG
,23-Oct-25,Toe Dragons,3,Hungry Hatchlings,3,Division 8B,Division 8B,REG
,23-Oct-25,Chiefs,1,Koronis Motors,0,Division 2A+2B,Division 2A+2B,REG
,23-Oct-25,Mavericks,10,Pheasants,2,Division 2A+2B,Division 2A+2B,REG
,23-Oct-25,Red Dog,7,Northwest Crabs,7,Division 2A+2B,Division 2A+2B,REG
,26-Oct-25,SEA Cucumbers,3,Rainiers,0,Division 8B,Division 8B,REG
,26-Oct-25,Yetis,3,Monarchs 5D,1,Division 5C,Division 5D,REG
,26-Oct-25,Seal Team Sticks,3,Hungry Hatchlings,0,Division 8B,Division 8B,REG
,26-Oct-25,Gamblers,3,WKUP-5,3,Division 5C,Division 5C,REG
,26-Oct-25,Honey Badgers,4,Hackers,5,Division 6C,Division 6C,REG
,26-Oct-25,Toe Dragons,3,Arctic Foxes,1,Division 8B,Division 8B,REG
,26-Oct-25,Rainier Reindeer HC-6B,5,Dumb Pucks,2,Division 6B,Division 6B,REG
,26-Oct-25,Mighty Boosh,0,Dirty Couch Hockey Club,8,Division 6B,Division 6B,REG
,26-Oct-25,Stingers,1,Alpuckas,1,Division 5C,Division 5D,REG
,26-Oct-25,Frozen Assets,3,Spicy Kittens,1,Division 9B,Division 9B,REG
,26-Oct-25,Los Tigres,5,Quacken,4,Division 7C,Division 7C,REG
,26-Oct-25,Mighty Moose,6,Purple Reign,1,Division 9B,Division 9B,REG
,26-Oct-25,Piranhas,2,Bullets,1,Division 5C,Division 5C,REG
,26-Oct-25,Sockeyes Div 8,2,Glow Sticks,5,Division 8A,Division 8A,REG
,26-Oct-25,Flying Monkeys,2,Squids,9,Division 6A,Division 6A,REG
,26-Oct-25,Jokres,5,Icemen,1,Division 6B,Division 6B,REG
,26-Oct-25,Spittin'' Llamas,1,Blackouts,4,Division 8A,Division 8A,REG
,26-Oct-25,Scrooge McPuck,2,Orcas,8,Division 8A,Division 8A,REG
,26-Oct-25,Beer Dragons,1,Orange Crush,3,Division 9B,Division 9B,REG
,26-Oct-25,Roughnecks - Game Theory,2,Seagulls,3,Division 5B,Division 5B,REG
,26-Oct-25,Trash Pandas 5B,2,Renegades,4,Division 5B,Division 5B,REG
,26-Oct-25,Coyotes,3,Real Bacon,1,Division 6C,Division 6C,REG
,26-Oct-25,Rainier Reindeers HC-9,3,Fighting Clams,7,Division 9A,Division 9A,REG
,26-Oct-25,Reapers,2,Dumpster Fire,7,Division 5B,Division 5B,REG
,26-Oct-25,Seals 5D,3,Black Katz,0,Division 5D,Division 5D,REG
,26-Oct-25,Khaos,1,Gremlins Hockey,4,Division 9A,Division 9A,REG
,26-Oct-25,Yacht Flippers,2,Blackbirds,4,Division 9A,Division 9A,REG
,27-Oct-25,Maple Bars,6,Goal Diggers,5,Division 4A,Division 4A,REG
,27-Oct-25,Brewzers OGB,2,Midnight Twist,1,Division 6A,Division 6A,REG
,27-Oct-25,Puckbuddies,6,Booze Hounds,5,Division 3B,Division 3B,REG
,27-Oct-25,Fossils,1,PussyCats,9,Division 6A,Division 6A,REG
,27-Oct-25,Bombers,6,Breakers,2,Division 3B,Division 3B,REG
,27-Oct-25,Coconut Corgis,3,Steelhead,1,Division 4A,Division 4A,REG
,27-Oct-25,Ice-O-Topes,0,Hooligans,5,Division 5A,Division 5A,REG
,27-Oct-25,Lumberjacks,12,Highlanders,1,Division 5D,Division 5D,REG
,27-Oct-25,Edible Arrangements,5,Skeletons,2,Division 4C,Division 4C,REG
,27-Oct-25,Wolves,8,Not Sure 5A,4,Division 4C,Division 5A,REG
,28-Oct-25,40+ Advanced Road Apples,3,40+ Advanced Falk,3,40+ Advanced Fall 2025,40+ Advanced Fall 2025,REG
,28-Oct-25,Red Dog,8,Pheasants,4,Division 2A+2B,Division 2A+2B,REG
,28-Oct-25,Pineapple Express,4,Grey Dust Bunnies,4,Women''s Division Fall 2025,Women''s Division Fall 2025,REG
,28-Oct-25,White Yetis,3,Rink Flamingos,5,Women''s Division Fall 2025,Women's Division Fall 2025,REG
,28-Oct-25,40+ Advanced 40 Proof,4,40+ Advanced Puck Hogs,4,40+ Advanced Fall 2025,40+ Advanced Fall 2025,REG
,28-Oct-25,The Herd,3,Koronis Motors,5,Division 3A,Division 2A+2B,REG
,28-Oct-25,40+ Advanced Bakers Dozen,2,40+ Advanced Gritty Pylons,2,40+ Advanced Fall 2025,40+ Advanced Fall 2025,REG
,28-Oct-25,DevilFish,3,LLUA,4,Division 4C,Division 4C,REG
,28-Oct-25,Sirens,1,Blue Footed Bloobies,8,Women's Division Fall 2025,Women''s Division Fall 2025,REG
,28-Oct-25,Black Sheesh,1,Red Hots,5,Women''s Division Fall 2025,Women''s Division Fall 2025,REG
,28-Oct-25,Dead Rabbits,6,Top Cheddar,4,Division 4C,Division 5A,REG
,29-Oct-25,40+ Rough Draft,2,40+ Puck Dynasty,5,40+ Fall 2025,40+ Fall 2025,REG
,29-Oct-25,40+ Mid-Ice Crisis,7,40+ Carl''s Seniors,1,40+ Fall 2025,40+ Fall 2025,REG
,29-Oct-25,Chiefs,3,The Brigade,6,Division 2A+2B,Division 2A+2B,REG
,29-Oct-25,40+ Gritty Pylons,3,40+ Assisted Living,1,40+ Fall 2025,40+ Fall 2025,REG
,29-Oct-25,Shockers,6,Sabercats,6,Division 3B,Division 3B,REG
,29-Oct-25,Mighty Mallards,6,Schilling Cider,2,Division 4B,Division 4B,REG
,29-Oct-25,40+ Red Flags,6,40+ Coldtimers,6,40+ Fall 2025,40+ Fall 2025,REG
,29-Oct-25,Moose Knuckle,3,BSOD,3,Division 5A,Division 5A,REG
,29-Oct-25,Puget Sound Pigeons,3,Bar Down Transportation,6,Division 3A,Division 3A,REG
,29-Oct-25,40+ Geri Hat Tricks,1,40+ Elder Skatesmen,6,40+ Fall 2025,40+ Fall 2025,REG
,29-Oct-25,Buck Wild,5,Kraken Up,5,Division 4B,Division 4B,REG
,30-Oct-25,Falcons,6,ALTP,7,Division 1A,Division 1A,REG
,30-Oct-25,Mavericks,7,The Mighty Geoducks,3,Division 2A+2B,Division 2A+2B,REG
,30-Oct-25,Seattle Supernova,3,ESB,1,Division 1A,Division 1A,REG
,30-Oct-25,Mustangs,2,NW Stars,4,Division 1A,Division 1A,REG
,30-Oct-25,Pull Tab Bandits,4,Northwest Crabs,8,Division 2A+2B,Division 2A+2B,REG
,30-Oct-25,Skateful Dead,8,Chinooks,5,Division 4A,Division 4A,REG
,30-Oct-25,Eagles,11,Rhinos,4,Division 3A,Division 3A,REG
,30-Oct-25,Greasy Weasels,2,Night Owls,3,Division 4B,Division 4B,REG
,30-Oct-25,MMHC,2,Sasquatch,9,Division 3B,Division 3B,REG
,1-Nov-25,Hungry Hatchlings,3,Toe Dragons,1,Division 8B,Division 8B,REG
,1-Nov-25,Blackouts,1,Sockeyes Div 8,1,Division 8A,Division 8A,REG
,2-Nov-25,Blackbirds,4,Rainier Reindeers HC-9,1,Division 9A,Division 9A,REG
,2-Nov-25,Seattle Dogs,4,Iced Awesome,2,Division 7C,Division 7B,REG
,2-Nov-25,Monarchs 6C,4,Chucklepucks,2,Division 6C,Division 7A,REG
,2-Nov-25,Real Bacon,3,Hackers,5,Division 6C,Division 6C,REG
,2-Nov-25,Khaos,4,Yacht Flippers,5,Division 9A,Division 9A,REG
,2-Nov-25,Scrooge McPuck,4,Spittin'' Llamas,4,Division 8A,Division 8A,REG
,2-Nov-25,Frozen Assets,1,Orange Crush,1,Division 9B,Division 9B,REG
,2-Nov-25,Honey Badgers,5,Coyotes,4,Division 6C,Division 6C,REG
,2-Nov-25,Quacken,3,BLU Bombers,5,Division 7C,Division 7C,REG
,2-Nov-25,Gremlins Hockey,3,Fighting Clams,4,Division 9A,Division 9A,REG
,2-Nov-25,Seattle Freeze,4,Blades,0,Division 7A,Division 6D,REG
,2-Nov-25,Mudflaps,3,Greenhorns,4,Division 6D,Division 6C,REG
,2-Nov-25,Mighty Moose,6,Beer Dragons,2,Division 9B,Division 9B,REG
,2-Nov-25,Pond Pigeons,2,Los Tigres,4,Division 7C,Division 7C,REG
,2-Nov-25,Lumberjacks,7,Monarchs 5D,1,Division 5D,Division 5D,REG
,2-Nov-25,Arctic Foxes,1,SEA Cucumbers,4,Division 8B,Division 8B,REG
,2-Nov-25,Spicy Kittens,16,Purple Puck Eaters,1,Division 9B,Division 9B,REG
,2-Nov-25,Doom Clouds,10,Penalty Boxers,5,Division 10A,Division 10A,REG
,2-Nov-25,Cascadians HC,9,Seals Lower,2,Division 7A,Division 7A,REG
,2-Nov-25,Not Sure 7A,0,Trash Pandas 7 Landis,5,Division 7A,Division 7A,REG
,2-Nov-25,Jokres,6,Mighty Boosh,2,Division 6B,Division 6B,REG
,2-Nov-25,Hampton West Hockey Club,1,Fluffy Bunnies,3,Division 7B,Division 7B,REG
,2-Nov-25,Orcas,3,Glow Sticks,4,Division 8A,Division 8A,REG
,2-Nov-25,Tropical Punchers,1,Purple Reign,8,Division 9B,Division 9B,REG
,2-Nov-25,Flying Monkeys,2,Midnight Twist,4,Division 6A,Division 6A,REG
,2-Nov-25,Rainiers,2,Seal Team Sticks,1,Division 8B,Division 8B,REG
,2-Nov-25,Red Zeppelin,2,Ice Breakers,1,Division 10A,Division 10A,REG
,2-Nov-25,Roughnecks Mobile Infantry,2,Bandits,4,Division 7B,Division 7B,REG
,2-Nov-25,LKI,4,Birrds,3,Division 7C,Division 7B,REG
,3-Nov-25,Renegades,3,Gamblers,5,Division 5B,Division 5C,REG
,3-Nov-25,Edible Arrangements,2,DevilFish,9,Division 4C,Division 4C,REG
,3-Nov-25,Squids,4,PussyCats,7,Division 6A,Division 6A,REG
,3-Nov-25,Trash Pandas Garbage Legacy,4,Barrel Aged Brewzers,4,Division 6D,Division 6D,REG
,3-Nov-25,Stingers,2,Dumpster Fire,6,Division 5C,Division 5B,REG
,3-Nov-25,Raiders,2,Wranglers,9,Division 6D,Division 6D,REG
,3-Nov-25,Icemen,0,Dumb Pucks,8,Division 6B,Division 6B,REG
,3-Nov-25,Highlanders,2,Black Katz,3,Division 5D,Division 5D,REG
,3-Nov-25,Dirty Couch Hockey Club,6,Rainier Reindeer HC-6B,2,Division 6B,Division 6B,REG
,3-Nov-25,Reapers,2,Roughnecks - Game Theory,6,Division 5B,Division 5B,REG
,3-Nov-25,Seagulls,1,Piranhas,4,Division 5B,Division 5C,REG
,3-Nov-25,Alpuckas,2,Seals 5D,4,Division 5D,Division 5D,REG
,3-Nov-25,Ice-O-Topes,2,BSOD,4,Division 5A,Division 5A,REG
,4-Nov-25,Fossils,5,Brewzers OGB,7,Division 6A,Division 6A,REG
,4-Nov-25,Top Cheddar,5,Not Sure 5A,3,Division 5A,Division 5A,REG
,4-Nov-25,Black Sheesh,1,Sirens,3,Women''s Division Fall 2025,Women's Division Fall 2025,REG
,4-Nov-25,40+ Advanced Road Apples,1,40+ Advanced 40 Proof,4,40+ Advanced Fall 2025,40+ Advanced Fall 2025,REG
,4-Nov-25,40+ Advanced Gritty Pylons,4,40+ Advanced Puck Hogs,4,40+ Advanced Fall 2025,40+ Advanced Fall 2025,REG
,4-Nov-25,Buck Wild,3,Night Owls,2,Division 4B,Division 4B,REG
,4-Nov-25,Grey Dust Bunnies,0,Red Hots,0,Women''s Division Fall 2025,Women''s Division Fall 2025,REG
,4-Nov-25,Yetis,6,Bullets,3,Division 5C,Division 5C,REG
,4-Nov-25,Blue Footed Bloobies,2,White Yetis,3,Women''s Division Fall 2025,Women''s Division Fall 2025,REG
,4-Nov-25,40+ Advanced Bakers Dozen,7,40+ Advanced Falk,4,40+ Advanced Fall 2025,40+ Advanced Fall 2025,REG
,4-Nov-25,WKUP-5,5,Trash Pandas 5B,0,Division 5C,Division 5B,REG
,4-Nov-25,Shockers,3,Bombers,3,Division 3B,Division 3B,REG
,5-Nov-25,Hooligans,4,Moose Knuckle,1,Division 5A,Division 5A,REG
,5-Nov-25,Booze Hounds,5,MMHC,6,Division 3B,Division 3B,REG
,5-Nov-25,Pheasants,5,Pull Tab Bandits,6,Division 2A+2B,Division 2A+2B,REG
,5-Nov-25,40+ Red Flags,2,40+ Gritty Pylons,4,40+ Fall 2025,40+ Fall 2025,REG
,5-Nov-25,40+ Geri Hat Tricks,0,40+ Carl''s Seniors,4,40+ Fall 2025,40+ Fall 2025,REG
,5-Nov-25,Dead Rabbits,4,Skeletons,8,Division 4C,Division 4C,REG
,5-Nov-25,40+ Rough Draft,4,40+ Coldtimers,3,40+ Fall 2025,40+ Fall 2025,REG
,5-Nov-25,Coconut Corgis,4,Skateful Dead,4,Division 4A,Division 4A,REG
,5-Nov-25,Sasquatch,6,Sabercats,3,Division 3B,Division 3B,REG
,5-Nov-25,Puckbuddies,9,Breakers,5,Division 3B,Division 3B,REG
,5-Nov-25,Schilling Cider,0,Greasy Weasels,5,Division 4B,Division 4B,REG
,5-Nov-25,40+ Mid-Ice Crisis,3,40+ Assisted Living,5,40+ Fall 2025,40+ Fall 2025,REG
,5-Nov-25,40+ Elder Skatesmen,4,40+ Puck Dynasty,3,40+ Fall 2025,40+ Fall 2025,REG
,5-Nov-25,Puget Sound Pigeons,5,The Herd,3,Division 3A,Division 3A,REG
,5-Nov-25,Bar Down Transportation,10,Rhinos,2,Division 3A,Division 3A,REG
,6-Nov-25,Mighty Mallards,5,Kraken Up,3,Division 4B,Division 4B,REG
,6-Nov-25,Chinooks,3,Maple Bars,3,Division 4A,Division 4A,REG
,6-Nov-25,Wolves,3,LLUA,8,Division 4C,Division 4C,REG
,6-Nov-25,The Brigade,4,Koronis Motors,1,Division 2A+2B,Division 2A+2B,REG
,6-Nov-25,Red Dog,7,The Mighty Geoducks,5,Division 2A+2B,Division 2A+2B,REG
,6-Nov-25,Northwest Crabs,12,Eagles,2,Division 2A+2B,Division 3A,REG
,6-Nov-25,Goal Diggers,6,Steelhead,2,Division 4A,Division 4A,REG
,6-Nov-25,Mavericks,5,Chiefs,2,Division 2A+2B,Division 2A+2B,REG
,6-Nov-25,Mustangs,,Falcons,,Division 1A,Division 1A,
,6-Nov-25,ALTP,6,ESB,0,Division 1A,Division 1A,REG
,6-Nov-25,Seattle Supernova,3,NW Stars,5,Division 1A,Division 1A,REG
,8-Nov-25,Blades,6,Raiders,3,Division 6D,Division 6D,REG
,8-Nov-25,Glow Sticks,4,Spittin'' Llamas,4,Division 8A,Division 8A,REG
,9-Nov-25,Red Zeppelin,11,Penalty Boxers,1,Division 10A,Division 10A,REG
,9-Nov-25,Piranhas,4,Gamblers,2,Division 5C,Division 5C,REG
,9-Nov-25,Doom Clouds,4,Ice Breakers,5,Division 10A,Division 10A,REG
,9-Nov-25,Blackouts,4,Scrooge McPuck,5,Division 8A,Division 8A,REG
,9-Nov-25,SEA Cucumbers,1,Toe Dragons,3,Division 8B,Division 8B,REG
,9-Nov-25,Stingers,6,Yetis,7,Division 5C,Division 5C,REG
,9-Nov-25,Orange Crush,2,Tropical Punchers,2,Division 9B,Division 9B,REG
,9-Nov-25,Bullets,4,WKUP-5,4,Division 5C,Division 5C,REG
,9-Nov-25,Arctic Foxes,3,Seal Team Sticks,3,Division 8B,Division 8B,REG
,9-Nov-25,Chucklepucks,1,Seals Lower,6,Division 7A,Division 7A,REG
,9-Nov-25,Orcas,3,Sockeyes Div 8,2,Division 8A,Division 8A,REG
,9-Nov-25,Seagulls,3,Reapers,3,Division 5B,Division 5B,REG
,9-Nov-25,Trash Pandas 7 Landis,5,Seattle Freeze,3,Division 7A,Division 7A,REG
,9-Nov-25,Bandits,1,Iced Awesome,4,Division 7B,Division 7B,REG
,9-Nov-25,Los Tigres,5,Seattle Dogs,2,Division 7C,Division 7C,REG
,9-Nov-25,Black Katz,2,Seals 5D,7,Division 5D,Division 5D,REG
,9-Nov-25,Alpuckas,3,Lumberjacks,5,Division 5D,Division 5D,REG
,9-Nov-25,Coyotes,5,Hackers,7,Division 6C,Division 6C,REG
,9-Nov-25,Rainiers,1,Hungry Hatchlings,3,Division 8B,Division 8B,REG
,9-Nov-25,Hampton West Hockey Club,3,Roughnecks Mobile Infantry,0,Division 7B,Division 7B,REG
,9-Nov-25,Purple Reign,7,Purple Puck Eaters,0,Division 9B,Division 9B,REG
,9-Nov-25,Fluffy Bunnies,2,Birrds,5,Division 7B,Division 7B,REG
,9-Nov-25,LKI,2,Quacken,3,Division 7C,Division 7C,REG
,9-Nov-25,Monarchs 6C,4,Greenhorns,3,Division 6C,Division 6C,REG
,9-Nov-25,Blackbirds,6,Khaos,1,Division 9A,Division 9A,REG
,9-Nov-25,Not Sure 7A,3,Cascadians HC,4,Division 7A,Division 7A,REG
,9-Nov-25,BLU Bombers,1,Pond Pigeons,2,Division 7C,Division 7C,REG
,9-Nov-25,Honey Badgers,3,Real Bacon,4,Division 6C,Division 6C,REG
,9-Nov-25,Icemen,3,Rainier Reindeer HC-6B,3,Division 6B,Division 6B,REG
